Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Video_Count,Discovered_Niche,Discovered_Country,LLM_Score,Embedding_Score,Discovered_Channel_Description,Discovered_Keywords,Seed_Keywords,Level,Timestamp
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Wendover Productions,UC9RM-iSvTu1uPJb8X5yp3EQ,https://www.youtube.com/@wendoverproductions,4850000,265,Education - Documentary,US,0.54,0.447,"Wendover Productions is all about explaining how our world works. From travel, to economics, to geography, to marketing and more, every video will leave you with a little better understanding of our world. New videos go out every other Tuesday.","airline industry analysis, business failures, how airlines work, transportation logistics, economic impact of airlines, business case studies, business documentaries, corporate history, success stories, failure documentaries, transportation history, logistics explained, how logistics work, transportation systems, supply chain management, logistics challenges, air travel tips, how airlines decide, transportation innovations, railway systems, public transit success, impact of technology, future of transportation, how technology changes industries, innovation in logistics","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:49:56.254773
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Haley Pham,UC7szm7Z-YOF_HiFSY7KtYGw,https://www.youtube.com/@haleypham,3840000,174,Books - Vlog,US,0.3,0.551,Hey girlypop 🤠 ,"book recommendations, best books to read, top books 2023, fall reading list, books for book lovers, reading challenge, 50 states reading, read more books, monthly reading wrap up, reading goals, writing a book, author journey, how to write a book, becoming an author, author tips, book reviews, latest book reviews, 5 star books, book review channel, honest book reviews, book haul, new book haul, library book haul, book shopping, cozy book haul","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:50:08.234097
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,PangPang Kids,UCZcZYxkcsy0avaagFUe473A,https://www.youtube.com/@pangpangkids,2550000,24,Children's Education - Educational Tutorials,KR,0.2,0.451,"Welcome to Pangpang Kids.

As a channel for children, our channel induces children's correct behavior.


There're many videos that are fun and help children shape their values.

Good values can be instilled in children by watching videos and imitating songs, and pursues curiosity and fun,

-such as good family relationships, manners, simple words and numbers.


Don't forget to subscribe and like, and have a good time on our channel.


Thank you.
","farm animals for kids, fun learning activities, kids dance songs, animal sounds for children, tooth brushing songs, hand washing songs, kids songs about nature, play pretend games, educational songs for kids, learning through play, interactive kids videos, fun educational activities, kids learning games, teaching kids hygiene, brushing teeth for kids, hand washing tips, healthy habits for children, kids dental care, germ-free habits, imaginative play ideas, toy vehicle play, creative playtime activities, fun with toys, pretend play for kids, taking care of animals, farm animal care, learning about pets, animal friendship songs, farm life for kids","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:50:20.726920
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Fireship,UCsBjURrPoezykLs9EqgamOA,https://www.youtube.com/@fireship,4040000,769,Tech Education - Educational Tutorials,US,0.73,0.705,"High-intensity ⚡ code tutorials and tech news to help you ship your app faster. New videos every week covering the topics every programmer should know. 

The original home of #100SecondsOfCode #TheCodeReport and #CodeThisNotThat. Created by Jeff Delaney. 

Building an app? Get project support, advanced full courses, and more at https://fireship.io","ai tools 2025, artificial intelligence news, latest ai developments, ai programming tools, openai updates, ai coding, coding tutorials, web development tips, programming languages 2025, best coding practices, software engineering, devops tools, latest tech news, technology trends, tech industry updates, new tech products, gadget reviews, productivity apps, best productivity tools, how to be productive, time management tips, remote work tools, javascript tutorials, understanding cloud computing, database management, software architecture, coding best practices","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:50:35.677219
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,CR7 Motivations ,UCTfNhNGKrPxksGq_9B4_UzA,https://www.youtube.com/@cr7motivationsofficial,93900,115,Inspiration - Documentary,IN,0.35,0.64,"All about CR7!

This channel is all about sharing inspirational content featuring football legend Cristiano Ronaldo, aimed at helping you become a better person and achieve your goals. 💯","motivational videos, inspirational quotes, life lessons, self improvement, motivational speeches, mindset shift, cristiano ronaldo highlights, ronaldo motivation, cr7 life story, ronaldo quotes, cristiano ronaldo documentary, ronaldo training, athlete routines, day in the life, fitness motivation, professional athlete, athlete mindset, sports lifestyle, football motivation, soccer highlights, football legends, football inspiration, soccer skills, football training, personal growth, how to be successful, self discipline, overcoming challenges, goal setting, life changing habits","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:50:49.376387
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Top Data,UCllQGBQLo0LWsbbHedqO2kA,https://www.youtube.com/@topdata7,15700,134,Entertainment - Shorts,Unknown,0.2,0.394,"Subscribe For more (😘❤️ 
This channel have uploaded Top 10 Shorts about:
BTS
Movies
Cars and bikes
Animals
Birds
Celebrity 
Famous Person 
Entertainment 
                          Lots of Love and thanks for your support 🫂😘","top songs 2025, popular songs, trending music, best songs, music charts, find the difference, observation challenge, puzzle challenge, brain games, test your eyesight, handsome actors, beautiful actresses, top turkish actors, most followed actresses, popular celebrities, highest paying jobs, job trends 2025, career advice, best jobs, job market, sad songs, emotional music, popular sad songs, best breakup songs, heartbreak music","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:51:01.378881
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Men Quote,UC3ITEPB1plAEtHf5Cm8nQLA,https://www.youtube.com/@menquote,290000,4590,Self-Improvement - Educational Tutorials,IN,0.67,0.71,✨MEN✨,"confidence tips, motivational quotes, how to be confident, self improvement, overcoming fear, success mindset, how to succeed, winning mindset, mindset for success, personal growth, build discipline, how to stop procrastination, time management tips, overcoming laziness, daily habits, life lessons, wisdom from bhagavad gita, things to learn in life, personal development, life advice, how to lose body fat, fitness tips, healthy lifestyle, weight loss tips, exercise motivation, how to be alpha, alpha male mindset, traits of alpha males, becoming a man, masculinity tips","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:51:19.565405
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Dr Salim Ahmed,UCvie4ROz0dS7_pnwQHRZzrw,https://www.youtube.com/@doctorsalimahmed,174000,73,Productivity - Educational Tutorials,GB,0.83,0.817,"Hey, I'm Salim - I'm a medical doctor based in London, UK. 

I've always been somebody who enjoyed learning and improving - I've been teaching myself how to play the piano for over 12 years, taught myself Japanese and got qualified, regularly go gym, and have an undergraduate, postgraduate, and medical degree - and now I'm a doctor. It's all helped me develop healthy habits and become productive with my time, so that I have more time to do what's important to me. 

So, I share what's helped me over the years to go from the normal guy who struggled to get things done, to now being consistent and having the discipline to be productive and do what's truly good for me; whether that's in academics, or in my personal life - so I hope I can inspire a positive change in you too.

Disclaimer:  My content is for educational/informational purposes only. Everything I share is based on personal experience and opinion and does not constitute medical advice.
","productivity tips, how to be productive, study productivity, time management tips, focus techniques, study tips, how to study effectively, learning strategies, study hacks, exam preparation tips, mental health tips, stress management, how to cope with stress, mental health advice, mindfulness techniques, self improvement, personal development, how to grow personally, life advice, motivation tips, college life tips, student productivity, how to balance studies, student motivation, study routine","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:51:37.319916
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Rachel Cruze,UCt59W0ScV709iwy2h-oiulQ,https://www.youtube.com/@rachelcruze,603000,2733,Financial Education - Podcast/Interviews,US,0.67,0.78,"Hi, I’m Rachel!
 
I love Jesus, pizza and the Enneagram, and I’m the host of The Rachel Cruze Show—which you’ll find here on YouTube, on Facebook, and wherever you listen to podcasts. I teach people how to get out of debt and win with money.
 
As Dave Ramsey's daughter, I was taught from an early age how to give generously, spend wisely, and save for the future. I understand the dangers of debt and have seen firsthand the damage it can do.

Learning how to tell my money where to go using a budget was a game changer for me. I found that the more I did it, a budget didn’t limit my freedom—it gave me freedom. And I’m passionate about sharing that so you can experience that freedom too!

Since then, as a Ramsey Personality, I’ve written four bestselling books and met people from all walks of life who just want to get their money under control. 
 
My message is simple: I want you to take control of your money and create a life you love!","financial freedom, budgeting tips, money management, debt reduction, how to save money, financial planning, money mindset, wealth building, financial confidence, positive money habits, money beliefs, best budgeting apps, how to budget, budgeting for beginners, create a budget, monthly budget planner, money and relationships, financial communication, couples budgeting, money talks, financial compatibility, financial literacy, money management tips, understanding credit, investing basics, how to invest","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:51:50.841023
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Let'stute,UCT2OYGLtOyyui_9MGrnfyzA,https://www.youtube.com/@letstute,1220000,1478,Education - Educational Tutorials,IN,0.4,0.654,"Hey everyone!

Have you ever felt stuck in a super boring class (yawn)?

Well, shelf those textbooks and say hello to Let'stute!

We're all about making learning FUN and AWESOME for middle and high schoolers like you. Think epic science experiments, mind-blowing English lessons, and math that actually makes sense (seriously!) and care for Environment. We even have Study Tips & Hacks to help you rock your studies like a total pro.

Forget about memorizing a bunch of junk – at Let'sTute, we'll break things down so you REALLY understand them. That way, you can use what you learn in the real world (like, how cool is that?).

Want to learn something new without feeling like your brain is about to explode? Subscribe to our channel and hit that notification bell so you never miss a video! Together, we can turn learning into an adventure!

Let's Learn, Let'stute!
","what are auroras, hurricane information, glacier melting, deep sea creatures, climate change, ocean depth, natural disasters, global warming, climate trends 2025, environmental issues, sustainable living, climate crisis, ice melting, future of earth, study techniques, how to study effectively, study tips for students, improve study skills, study motivation, visual learning tips, how to study math, science explained, educational videos, learning resources, how to learn, educational documentaries, science facts, study resources, future predictions 2025, what will happen in 2025, climate predictions, future of climate, trends to watch, upcoming environmental changes, 2025 forecasts","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:52:09.063907
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Market Chasers,UCkDwagBVoghOInT_0QG_k5A,https://www.youtube.com/@marketchasers,108000,124,Financial Education - Educational Tutorials,US,0.54,0.727,"This channel is dedicated to all things investing. In the past we have mainly focused on reacting to posts from the wallstreetbets subreddit but that's not the entirety of what this channel is about. With this channel I hope to inspire individuals to learn how investing works by giving them informational videos like my ""what is options trading"" video and by increasing their interest with entertaining content. Starting in late Feburary 2021 this channel will seek to move more towards general finance lessons and reactions to market news and begin to diverge from the wallstreetbets reactions. The change will be made after seeing how passionate my viewers are about learning finance and how to invest and I feel that I would really like this channel to help them achieve that knowledge while educating them on the risks. The overall goal is to spread the love for investing. (NO DISCORD, TELEGRAM, PAID PRODUCT, OR SOLICITED SERVICE IS ASSOCIATED WITH THIS CHANNEL BEWARE OF BOTS).","stock market tips, options trading, investing for beginners, how to trade stocks, day trading strategies, wallstreetbets, make money trading, financial literacy, how to invest, money management, personal finance tips, wealth building, financial freedom, budgeting basics, stock analysis, best stocks to buy, stock market news, investment analysis, trending stocks, stock predictions, market trends, crypto investing, bitcoin trading, blockchain explained, cryptocurrency tips, how to buy crypto, best altcoins, crypto market analysis","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:52:29.338561
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Improvement Pill,UCBIt1VN5j37PVM8LLSuTTlw,https://www.youtube.com/@improvementpill,3740000,346,Self-Improvement - Educational Tutorials,US,0.76,0.743,"Taken like a multi-vitamin...but for your mind. 
Improvement Pill is dedicated towards conveying important ideas to those who are willing to change. 
Each video is designed to inspire, motivate, or teach you something that can change your life. 

Our Website:
http://www.improvementpill.net

For business enquiries: improvementpill@electrify.video

Check Out My New FREE Course (The Art Of Storytelling): https://skl.sh/ImprovementPill

Tamed Course (FREE Habit Building Course): https://youtu.be/m8JjuyRIxOg 

BeeFriend Course (FREE Social Skills Course): https://www.youtube.com/watch?v=sHfGgOfmbx4&list=PLE_vQWWxgaiHbUFDuNnqxfui3lrE2jjwO&index=1 

Dating Advice For Men: https://www.youtube.com/watch?v=X192

DISCLAIMER: We are not certified health professionals, financial advisors, or therapists.
All of the content presented in videos on this channel are for informational purposes ONLY!


","self improvement, personal development, how to be confident, overcoming anxiety, mental health tips, emotional detachment, how to stop overthinking, productivity tips, how to focus, study techniques, time management, beating distractions, maximizing productivity, study motivation, mental health awareness, therapy for anxiety, overcoming depression, how to be happy, coping strategies, mindfulness techniques, self care tips, goal setting, how to set goals, achieving goals, motivation tips, life goals, personal goals, success mindset, how to make friends, improving social skills, how to be charismatic, commanding respect, building relationships, overcoming social anxiety, how to stop being awkward","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:52:43.490074
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,News18 Tamil Nadu,UCat88i6_rELqI_prwvjspRA,https://www.youtube.com/@news18tamilnadu,7010000,288682,News - Live TV,IN,0.2,0.276,"
Download our News18 Mobile App - https://onelink.to/desc-youtube 
SUBSCRIBE - http://bit.ly/News18TamilNaduVideos
News18 Tamil Nadu 24/7 LIVE TV https://youtube.com/live/E4ndYFfdlb8

👑 Top Playlists
―――――――――――――――――――――――――――――
Sollathigaram Debate : https://youtube.com/playlist?list=PLZjYaGp8v2I_HFXd8WWrdeoQGsdqJ_9Qn
Sollathigaram Cuts : https://www.youtube.com/playlist?list=PLZjYaGp8v2I_HFXd8WWrdeoQGsdqJ_9Qn
Disco With KS Podcast - https://www.youtube.com/playlist?list=PLZjYaGp8v2I_P6na8Cm_tcBv55Kp9DYU3
Decode - https://www.youtube.com/playlist?list=PLZjYaGp8v2I92EtImixYKfrYTtaKkqKmi
Kalam18 - https://www.youtube.com/playlist?list=PLZjYaGp8v2I8skuzKzyg0Qui9zjkYZJML
Local18 Tamil Nadu - https://www.youtube.com/playlist?list=PLZjYaGp8v2I8VFCEbPzA_Q1pLGmcknXhm
International News - https://www.youtube.com/playlist?list=PLZjYaGp8v2I-F4fLaOp13OkEdzrQKlEZZ
","tamil news, tamil headlines, tamil news live, tamil news today, latest tamil news, tamil news updates, tamil political news, admk news, dmk news, tamil politics, political updates, tamil political updates, live news, breaking news live, live updates, live news today, live headlines, current affairs, latest news updates, today's news, news analysis, news discussion, tamil cinema news, kollywood news, tamil actor news, celebrity updates, tamil film news","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:52:59.391362
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Dr. Yash Chede ,UCs1brmdiSmo_pBLf2TD_ADw,https://www.youtube.com/@dryashh,201000,151,Productivity - Educational Tutorials,Unknown,0.54,0.443,"Hello folks! 🩺Welcome to my youtube channel. This space is all about productivity and balance. 
I am here to teach you how balance Academic life along with social life 🩺🧿.
If you are here from the instagram , i appreciate you following me here. We have 408k on instagram.
So for those of you who don’t know me, hi ;) i am Dr. Yash , completed my MBBS from Government👨🏻‍⚕️ Medical College, Solapur🩺.  Currently i am an MBBS intern. My content in going to revolve around MEDICINE | LIFESTYLE | FITNESS. 
Business enquiries ✉️ - dr.yashhh6@gmail.com","mbbs tips, how to become a doctor, medical school advice, study tips for mbbs, day in the life of a doctor, med student life, funny doctor videos, doctor comedy, medical humor, doctor jokes, funny med student, doctor motivation, inspiring doctor stories, medical career motivation, motivation for students, dream to become a doctor, skincare routine, health tips, know your skin, doctor skincare advice, best face wash, doctor lifestyle, bali trip vlog, day in the life, personal vlogs, travel as a doctor","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:53:13.267601
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Coding for All ,UCjcju-aD_ZcWxiXF5lvqntg,https://www.youtube.com/@codingforallnewtonschool,105000,722,Backend Development - Educational Tutorials,IN,0.4,0.547,"Welcome to my channel! Here, I simplify backend development with a focus on Django and Python. Whether you're just starting or looking to deepen your skills, you'll find clear, practical tutorials on everything from API development to advanced topics like Celery, RabbitMQ, and Kafka.

Join me for hands-on projects and tips to take your coding to the next level. Subscribe and let's build something amazing together!

Follow me on Instagram - _abhijeetgupt
","django tutorial, django projects, learn django, django for beginners, django tips, django features, python tutorial, learn python, python projects, python tips, advanced python, python for beginners, dsa tutorial, leetcode questions, data structures, algorithm problems, coding interview questions, dsa for beginners, web development tutorial, build web apps, full stack development, backend development, web development projects, software development, coding best practices, software architecture, microservices architecture, software engineering tips","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:53:27.501125
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Jenny Hoyos,UC6YjT1TJaANveVGQ4vl1CIg,https://www.youtube.com/@jennyhoyos,9910000,460,Lifestyle - Vlog,US,0.1,0.554,"proving the best things in life are free! (like my videos 😉)

✝️ | Ecclesiastes 11:4
💌 | Team@JennyHoyos.com
👩‍⚖️ | Tyler@TylerChouLaw.com ","food challenge, fast food comparison, taste test, cheap vs expensive, viral food trends, diy home projects, home theater setup, budget home improvement, home renovation ideas, easy diy projects, viral dance challenges, trending challenges, viral video ideas, popular trends 2023, funny viral moments, funny videos, comedy skits, humorous challenges, prank videos, reaction videos, lifestyle experiments, trying new things, unique experiences, life hacks, daily challenges","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:53:40.332157
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,YouTube Creators,UCkRfArvrzheW2E7b6SVT7vQ,https://www.youtube.com/@youtubecreators,9460000,612,Creator Economy - Educational Tutorials,US,0.54,0.536,"Welcome to YouTube's official channel for Creators! 

Whether you post Videos, Shorts, Livestreams, Podcasts, or all the above -- you've come to the right place. We'll help you stay in the know on all things YouTube, and give you best practices and tips to help grow your audience. Subscribe for official updates, news, and education from YouTube experts and fellow creators!","youtube growth, how to create content, content creator tips, video editing tips, how to start a channel, youtube for beginners, channel branding, recover hacked channel, optimize youtube channel, channel customization, manage youtube comments, music release strategies, promote music on youtube, how to gain listeners, artist channel tips, visual storytelling, how to engage audience, live poll stickers, quiz stickers for shorts, collaborations on youtube, voice replies on comments, youtube analytics, understanding youtube metrics, how to analyze performance, artist analytics tools, youtube insights","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:53:52.997768
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,antoguino,UCN2zoWgCODdcFvdScPEWz1w,https://www.youtube.com/@antoguino,33800,30,Social Commentary - Talking-Head Analysis,US,0.38,0.629,they call me the markiplier of youtube,"how ai affects us, ai making us dumber, generative ai impact, ai and creativity, ai in everyday life, ditch music streaming, streaming service problems, music streaming alternatives, streaming service scams, how streaming affects music, tiktok ban effects, social media negativity, internet shrinking, social media standards, engagement bait issues, youtube sponsor scams, how to grow on youtube, content creator struggles, youtube monetization issues, creator economy challenges, scam products online, beauty product scams, reseller market issues, how to spot scams, consumer protection tips","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:54:05.490297
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Steve Kaufmann - lingosteve,UCez-2shYlHQY3LfILBuDYqQ,https://www.youtube.com/@thelinguist,1440000,1975,Language Learning - Educational Tutorials,CA,0.4,0.559,"I will teach you how to learn a new language.

I have learned 20 languages and in my videos I share the techniques and resources I use to help you achieve your language learning goals.

My frustration at traditional techniques led me to develop my own system for learning languages effectively - LingQ (https://www.lingq.com). Join for free today and make your dream of fluency in another language a reality.

Want to finally learn a language? Check out my FREE language learning secrets: https://www.thelinguist.com/

Business Inquiries and Collaborations:

I'm also happy to collaborate with YouTubers, podcasters, and all kinds of creators from all around the world.

If you'd like to get in touch, please send an email to: support@lingq.com","learn a language, language learning tips, how to learn languages, language fluency, language learning methods, language practice, language learning for beginners, language learning motivation, overcoming language anxiety, how to stay motivated, learning slump solutions, motivation tips, language learning mindset, dealing with motivation fade, how to become fluent, fluency tips, language fluency techniques, improve language skills, fluency practice, achieving language fluency, language fluency strategies, remembering vocabulary, vocabulary learning tips, how to memorize words, vocabulary practice, improve vocabulary, vocabulary retention, learning new words, best language apps, language learning resources, language learning platforms, language learning software, language learning tools, language learning websites, using technology for language learning","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T15:54:19.108764
