Seed_Channel_Name,Seed_Channel_ID,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Keywords,Level,Timestamp,Seed_Keywords,Similarity_Score
MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,Dazed but Not Confuzed,UCWw5ehfE0cEASfVLEx-iudQ,https://www.youtube.com/@dbnc,10700,"cult analysis, scientology exploration, trafficking documentary, live q&a, legal battles, trauma healing, celebrity scrutiny, underage exploitation, esoteric discussions, controversial organizations",1,2025-10-25T21:30:12.358906,"business analysis, corporate scandals, historical figures, controversial topics, entrepreneurship stories, criminal enterprises, technology insights, wealth creation, cult phenomena, media critique",0.758
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Mrwhosetheboss,UCMiJRAwDNSNzuYeN2uWa0pA,https://www.youtube.com/@mrwhosetheboss,21800000,"luxury tech, product testing, tech comparison, real vs fake, gadget reviews, smartphone analysis, experimental tech, tech challenges, innovative devices, consumer electronics",1,2025-10-25T21:31:01.202669,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.89
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Marques Brownlee,UCBJycsmduvYEL83R_U4JriQ,https://www.youtube.com/@mkbhd,20500000,"smartphone comparison, gadget testing, tech analysis, foldable devices, augmented reality, electric vehicles, product reviews, consumer electronics, mobile technology, design critique",1,2025-10-25T21:31:11.342857,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.896
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Trakin Tech,UCEPL07qzVsOcHd3sMUws65g,https://www.youtube.com/@trakintech,15400000,"smartphone launch, gadget unboxing, tech news, software features, first look, consumer electronics, mobile technology, operating system review, device comparison, upcoming devices",1,2025-10-25T21:31:32.331985,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.91
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Tech Boss,UCnKhQkCUS1oCEvjuTfU4xIw,https://www.youtube.com/@techbossindia,4910000,"smartphone comparison, gadget testing, earphone comparison, tech analysis, product worth, tech challenges, festive celebrations, tech reviews, price comparison, smart glass evaluation",1,2025-10-25T21:32:13.803609,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.781
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Tamil Tech - MrTT,UC20sXo8ReewkzNKBFgzVCPA,https://www.youtube.com/@tamiltechofficial,4310000,"smartphone comparison, gadget unboxing, camera test, tech news, power bank review, fan comparison, hybrid phone, ai features, product impressions, festival surprises",1,2025-10-25T21:32:44.278111,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.802
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Gyan Therapy,UCS261lQDXjMvc8Jck-2CQEg,https://www.youtube.com/@gyantherapy,3960000,"consumer issues, smartphone reviews, gadget unboxing, tech comparisons, online shopping, camera phone analysis, hybrid devices, financing traps, operating system updates, tablet evaluations",1,2025-10-25T21:33:05.808434,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.804
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Beebom,UCvpfclapgcuJo0M_x65pfRw,https://www.youtube.com/@beebomco,3470000,"gadget review, smartphone comparison, android update, kitchen gadgets, gaming hardware, tech analysis, product leaks, feature comparison, consumer electronics, device testing",1,2025-10-25T21:33:23.026041,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.906
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Trakin Shorts,UCkm0j0CQdElEFtWw7agfOlA,https://www.youtube.com/@trakinshorts,2800000,"smartphone features, upcoming flagships, tech comparisons, tablet reviews, software previews, gadget deals, processor analysis, smartphone os, 5g smartphones, android vs iphone",1,2025-10-25T21:33:33.880084,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.831
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,TechWiser,UCdp6GUwjKscp5ST4M4WgIpw,https://www.youtube.com/@techwiser,2440000,"smartphone analysis, budget smartphones, software updates, online shopping laws, tech comparisons, gadget deals, tablet reviews, ai browsing, smartphone leaks, consumer electronics",1,2025-10-25T21:33:43.710492,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.884
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,CallMeShazzam TECH,UC9MQp8a5uhaIosZPHaoqEXQ,https://www.youtube.com/@callmeshazzamtech,2370000,"smartphone impressions, tech reviews, photography analysis, gadget comparisons, device testing, mini reviews, exclusive hands-on, product highlights, first impressions, tech commentary",1,2025-10-25T21:33:54.148947,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.786
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Gupta Information Systems,UCqOLFDSLrYKJUuSS0tQqvcw,https://www.youtube.com/@guptainformationsystem,1810000,"smartphone review, durability test, product comparison, gaming performance, accessory evaluation, battery test, feature analysis, real world usage, challenge video, tech insights",1,2025-10-25T21:34:15.658833,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.823
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Tech Plus Gadgets,UC1oJWYYvOoFKxF5npN-OU3A,https://www.youtube.com/@techplusgadgetsyt,1150000,"smartphone comparison, gadget safety, tech tips, product recommendations, tech alerts, consumer electronics, festive promotions, ai tools, vehicle security, unboxing experience",1,2025-10-25T21:36:01.669590,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.905
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Parker Burton,UCEeH57P89hPQ1Sp2TavfICA,https://www.youtube.com/@imparkerburton,1130000,"tech unboxing, smartphone review, ai glasses, gadget comparison, handheld gaming, mobile technology, product showcase, first look, device testing, consumer electronics",1,2025-10-25T21:36:12.189902,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.943
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,YouFact Tech,UCSWZxpzUTkriCZRe0Nl0UqA,https://www.youtube.com/@youfacttech,960000,"tech gadgets, workspace productivity, ai tools, diy projects, automotive upgrades, innovative technology, voice recording, home automation, cool inventions, workspace hacks",1,2025-10-25T21:36:41.271830,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.725
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Alementary,UCEP0Zgg1BuAExe6x6fPSPqQ,https://www.youtube.com/@alementary,951000,"ai music creation, smartphone analysis, hedge fund insights, survival challenges, toy reviews, movie set exploration, app development, technology explanations, robotics insights, digital services.",1,2025-10-25T21:36:51.929501,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.726
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,TECHOOB,UC42qyCQM39vQ6bt_6iz-Z8A,https://www.youtube.com/@techoob,946000,"smartphone battle, gadget testing, product comparison, unboxing experience, clone smartphone, budget technology, festive decorations, home automation, tech survival test, consumer electronics",1,2025-10-25T21:37:02.264338,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.863
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Trakin Tech English,UCn7DATpF0Nk-YJmjw4gMwfg,https://www.youtube.com/@trakintechenglish,799000,"smartphone comparison, camera test, tablet review, android skin comparison, tech analysis, gadget overview, performance evaluation, software update, budget smartphone, first look",1,2025-10-25T21:37:22.641258,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.879
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Sillycorns,UCKk9JCBLDy6bOp5cUAQYrUQ,https://www.youtube.com/@sillycornsmedia,596000,"gadget showcase, tech review, product features, electronic devices, viral gadgets, home tech, portable instruments, software updates, audio products, smart appliances",1,2025-10-25T21:37:53.258093,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.797
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,mobiscrub,UCGfluwZUeQNG5HvHuKfSKgw,https://www.youtube.com/@mobiscrub,593000,"smartphone comparison, battery health, charging tips, headphone features, app recommendations, tech analysis, device performance, flagship showdown, software updates, wireless technology",1,2025-10-25T21:38:03.900396,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.749
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,This is Tech Today,UCEAMLkMKtq6YhmaZdUT1ywA,https://www.youtube.com/@thisistechtoday,474000,"digital wellbeing, audio control, feature unlocks, smartphone customization, screenshot techniques, wifi sharing, privacy tips, smartphone comparisons, handheld gaming, tech tutorials",1,2025-10-25T21:38:52.242036,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.72
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Elon Musk_AI Robots,UCmpFo9yFL9gOdS1PXWc7ong,https://www.youtube.com/@elonmuskairobots,267000,"ai technology, humanoid robots, neuralink breakthroughs, machine learning innovations, artificial intelligence, tesla bot, robotics advancements, futuristic concepts, viral content, celebrity interactions",1,2025-10-25T21:39:38.730863,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.735
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,rillo,UCyw_mtuNzMhpNFBY8huBxIw,https://www.youtube.com/@rillotv,258000,"tech analysis, gadget comparison, device reviews, 3d printing, smart technology, gaming hardware, budget tech, innovative devices, behind-the-scenes, future technology",1,2025-10-25T21:39:48.868911,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.832
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,AI Uncovered,UCUTF61UNExRdjmoK5mXwWfQ,https://www.youtube.com/@ai.uncovered,221000,"mystery solving, technology trends, futuristic innovations, mind-blowing gadgets, ai breakthroughs, life-changing inventions, tech comparisons, emerging technologies, discovery highlights, ai advancements",1,2025-10-25T21:39:59.151948,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.751
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,FishBee Productions,UC0ZzC0WV8hY9GGo_AVfoofQ,https://www.youtube.com/@fishbeeproductions,172000,"tablet comparison, mobile gaming, tech unboxing, gadget reviews, hidden features, accessory recommendations, arcade gaming, mini pc, projector reviews, gaming controllers",1,2025-10-25T21:40:43.550844,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.741
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,James Afante,UCaTIlG2lHILX7Gbe6OBi4IQ,https://www.youtube.com/@kuyajamesafante,159000,"smartphone deals, smartphone comparison, live interaction, language translation, tech challenges, budget smartphones, product discounts, smartphone giveaways, consumer electronics, mobile accessories",1,2025-10-25T21:41:04.951935,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.835
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Sahej sain,UCK1iU_oewhBPWJm8xpV36jQ,https://www.youtube.com/@sahejsain,132000,"android update, software features, mobile customization, user interface comparison, smartphone enhancements, operating system review, device performance, feature walkthrough, firmware installation, tech updates",1,2025-10-25T21:41:41.571596,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.824
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Framework,UCDiKw3GnFIwyNJBzhCoRI-Q,https://www.youtube.com/@frameworkcomputer,132000,"product launch, tech prototype, consumer electronics, hardware development, live q&a, product features, tech innovation, desktop computing, laptop design, content creation",1,2025-10-25T21:41:52.057927,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.847
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,SuperSaf Shorts,UCPl1Gu8jmccFPt-vbvqgLTg,https://www.youtube.com/@supersafshorts,121000,"asmr unboxing, smartphone comparison, gadget testing, tech unboxing, product showcase, consumer electronics, hands-on review, accessory review, tech analysis, device launch",1,2025-10-25T21:42:37.830231,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.883
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Digifix,UCxqG_E-68WAE0TWYfIopv6Q,https://www.youtube.com/@digifixaus,105000,"automation tools, augmented reality, smart glasses, social media management, robotics technology, autonomous driving, wearable tech, ai applications, workflow optimization, tech tutorials",1,2025-10-25T21:43:00.563011,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.802
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Techade,UCuiqufw8v68JjCHrh07-pHA,https://www.youtube.com/@itstechade,41300,"smartphone innovation, flagship comparison, budget smartphone, smartphone controversy, tech deals, gadget analysis, product features, consumer electronics, mobile technology, tech trends",1,2025-10-25T21:45:15.731570,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.879
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,TechAvid,UCpVID-xoGkY2UriWnAa1ArQ,https://www.youtube.com/@techavid,38700,"product leaks, tech analysis, camera upgrades, smart devices, gadget features, performance tracking, design reviews, smartphone innovations, action cameras, gimbal technology",1,2025-10-25T21:46:03.967789,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.823
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Yash Sethi,UCcxoh-xtrddH5zkJrqzyDvA,https://www.youtube.com/@yashsethishorts,34200,"product showcase, gadget review, lifestyle tips, tech testing, unique gifts, home appliances, consumer electronics, battery performance, futuristic concepts, powerful devices",1,2025-10-25T21:46:13.894818,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.847
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,Rubi mObiles Tech Updates,UCgK58CDP0CNz6_N43taoLdQ,https://www.youtube.com/@rubimobilestechupdates8662,28000,"smartphone deals, flagship devices, official pta approved, tech promotions, mobile specifications, premium smartphones, gadget offers, device comparisons, tech updates, smartphone features",1,2025-10-25T21:46:45.637497,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.829
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,TECH B 1M,UC5IfDNT8ARrStua0NL1rQMQ,https://www.youtube.com/@techb1m,23300,"smartphone unboxing, camera comparison, performance test, slow motion analysis, gadget review, device overview, camera quality assessment, first look, stability test, portrait comparison",1,2025-10-25T21:47:07.143081,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.783
TechnicalGuruji,UCOhHO2ICt0ti9KAh-QHvttQ,smart tek mobile,UCC-fok0xoPcZqSqYnZtqqHg,https://www.youtube.com/@mohammeduddin479,23000,"smartphone comparison, camera test, unboxing experience, mobile photography, device features, foldable display, tech analysis, smartphone specifications, performance review, gadget showcase",1,2025-10-25T21:47:28.646982,"unboxing experience, first look, smartphone features, tech updates, gadget analysis, ai technology, tablet review, smart glasses, consumer electronics, product comparisons",0.855
