Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Niche,Discovered_Keywords,Level,Timestamp,Seed_Keywords,Similarity_Score
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity strategies and self-improvement,Travel With Business,UCP6of5QgOlLGT2v4iw5RCow,https://www.youtube.com/@travelwithbusiness,70700,Business education and entrepreneurship tips,"entrepreneurship innovation trends, business startup strategies, ai business applications, low investment business ideas, digital transformation insights, import export business tips, documentary style business stories, interview format discussions, technology impact analysis, factory tour presentations",1,2025-10-27T13:27:22.246319,"productivity hacks, self-improvement techniques, entrepreneurial mindset, personal growth strategies, focus enhancement tips, lifestyle business insights, motivational storytelling, interview format discussions, educational explainer videos, step-by-step productivity guides",0.767
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity strategies and self-improvement,Self improvement | Money | Mindset ,UCd-7ijy51DKYeaA2-2FZg_A,https://www.youtube.com/@mindset.crafter,16300,Personal growth and mindset motivation,"mindset transformation techniques, productivity and focus tips, personal growth strategies, discipline and motivation hacks, self-transformation insights, mindset reset routines, motivational storytelling, quick insight videos, educational narrative style, motivational speech format",1,2025-10-27T13:29:56.048061,"productivity hacks, self-improvement techniques, entrepreneurial mindset, personal growth strategies, focus enhancement tips, lifestyle business insights, motivational storytelling, interview format discussions, educational explainer videos, step-by-step productivity guides",0.901
Ali Abdaal,UCoOae5nYA7VqaXzerajD0lg,Productivity strategies and self-improvement,Self Improvement,UCpyw46l3uoqdPi7tLm2QAIA,https://www.youtube.com/@self_improvem_ent6,11600,Entrepreneurial mindset and self-improvement,"entrepreneurial mindset development, mastering discipline techniques, success mindset strategies, motivational storytelling, stoicism philosophy insights, mindset transformation journeys, motivational speech compilations, short-form motivational videos, inspirational quote breakdowns, edm motivational mixes",1,2025-10-27T13:30:25.438228,"productivity hacks, self-improvement techniques, entrepreneurial mindset, personal growth strategies, focus enhancement tips, lifestyle business insights, motivational storytelling, interview format discussions, educational explainer videos, step-by-step productivity guides",0.801
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,HISTORY,UC9MAhZQQd9egwWCxrwSIsJQ,https://www.youtube.com/@history,15000000,Historical documentaries and storytelling,"american mafia history, ancient astronaut theories, childhood nostalgia exploration, extraterrestrial connections, historical crime documentaries, ancient mythology storytelling, cinematic documentary style, narrative storytelling, archival footage presentations, investigative deep-dives",1,2025-10-27T13:30:59.946404,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.794
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Jubilee,UCJjSDX-jUChzOEyok9XYRJQ,https://www.youtube.com/@jubilee,10500000,Social issues and political debates analysis,"political debate analysis, social issue discussions, government policy critique, patriotism and politics, generational political debates, body image reflections, documentary style storytelling, interview format debates, narrative storytelling approach, deep-dive political analysis",1,2025-10-27T13:31:17.933223,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.853
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,DW Documentary,UCW39zufHfsuGgpLviKh297Q,https://www.youtube.com/@dwdocumentary,6250000,Global documentaries and current affairs,"global conflict documentaries, environmental crisis analysis, human rights storytelling, political intrigue narratives, social justice documentaries, war impact studies, investigative documentary style, narrative storytelling approach, interview-based documentaries, cinematic documentary style",1,2025-10-27T13:31:45.820923,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.767
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Feldup,UCQVaKQcp4OxSg1eC6SF3NTw,https://www.youtube.com/@feldup,1780000,Internet mysteries and analysis,"internet mystery analysis, abandoned game secrets, online anomaly exploration, digital folklore investigation, internet horror stories, lost media discoveries, documentary style storytelling, narrative analysis format, investigative video essays, deep-dive explorations",1,2025-10-27T13:33:03.334326,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.789
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Eugene DingleBerry,UCY4xpHkk6y-cBmdjWzwPANg,https://www.youtube.com/@mreugenedingle,1180000,Entertaining storytelling and social experiments,"ghost hunting adventures, social experiment challenges, story time narratives, real-life storytelling, urban exploration stories, unconventional social experiments, documentary style storytelling, immersive experience videos, narrative-driven content, interactive social experiments",1,2025-10-27T13:33:46.037643,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.762
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Channel 4 Documentaries,UCooTDp-fERMGRHIQ4VL4qlg,https://www.youtube.com/@channel4documentaries,978000,True crime and investigative documentaries,"financial crime investigations, corporate scandal analysis, modern societal issues, educational system documentaries, power dynamics exploration, ai impact analysis, narrative storytelling, investigative deep-dives, documentary style presentations, interview format discussions",1,2025-10-27T13:33:59.930074,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.888
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,tiffanyferg,UCY6DpwQetygtye7GM1zVHmw,https://www.youtube.com/@tiffanyferg,828000,Pop culture and internet analysis,"influencer culture analysis, internet trend commentary, generational behavior studies, digital communication critique, social media impact analysis, cultural phenomenon exploration, documentary style videos, narrative storytelling approach, analytical deep-dives, commentary format discussions",1,2025-10-27T13:34:14.399538,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.783
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Predictive History,UC11aHtNnc5bEPLI4jf6mnYg,https://www.youtube.com/@predictivehistory,806000,Historical analysis and future predictions,"historical conspiracy theories, evolution debate analysis, religious influence in history, secret societies exploration, decline of western civilization, mind control history, lecture-style presentations, narrative storytelling format, educational documentary style, deep-dive historical analysis",1,2025-10-27T13:34:27.711692,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.756
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Wartime Stories,UCrJdCKIddUxHExmbMN6gZ9A,https://www.youtube.com/@wartimestories,774000,War and military storytelling and analysis,"war story analysis, military history narratives, combat experience storytelling, battlefield mystery exploration, soldier letter insights, ancient warfare tales, documentary style storytelling, narrative analysis format, historical deep-dives, interview format discussions",1,2025-10-27T13:34:41.638194,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.808
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Our Changing Climate,UCNXvxXpDJXp-mZu3pFMzYHQ,https://www.youtube.com/@ourchangingclimate,541000,Eco-socialism analysis and advocacy,"four-day workweek advocacy, universal basic services, anti-capitalist economy analysis, solarpunk utopia vision, ecosocialism benefits, radical hope activism, documentary storytelling, narrative analysis format, educational explainer videos, interview-style discussions",1,2025-10-27T13:35:22.816334,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.819
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Galatta Plus,UCTTUsQJAdGSd2mMsGGfvzhQ,https://www.youtube.com/@galattaplus,496000,Indian cinema interviews and analysis,"indian cinema analysis, film industry insights, movie storytelling techniques, cinematic sound design, filmmaking challenges discussion, director's creative process, interview format discussions, deep-dive film analysis, storytelling narrative style, behind-the-scenes insights",1,2025-10-27T13:36:07.038539,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.757
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Micro Docs,UCuBmXg06n0QDl-2abZyuxSg,https://www.youtube.com/@microdocs1,390000,Real-life storytelling documentaries,"military innovation analysis, wartime engineering breakthroughs, historical battle strategies, secret weapon documentaries, naval warfare narratives, aerial combat stories, cinematic documentary style, narrative storytelling approach, archival footage presentations, investigative deep-dives",1,2025-10-27T13:36:48.772130,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.762
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,True Story Documentary Channel,UCWS6Khgiq4P622ieL3srkUA,https://www.youtube.com/@truestorydocumentarychannel,350000,True stories and documentaries,"museum secrets exploration, medical ethics documentaries, hospital life stories, art heist investigations, historical museum narratives, medical drama series, documentary storytelling, interview format documentaries, narrative exploration, investigative documentary style",1,2025-10-27T13:37:18.409669,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.778
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Gravitas Documentaries,UC1V-EnUA8Cly59HyvVKZy5A,https://www.youtube.com/@gravitasdocumentaries,211000,Documentaries on diverse global topics,"mennonite cultural exploration, rural survival challenges, freedom and identity exploration, conspiracy theory documentaries, women in motorsport history, modernist architecture documentaries, narrative storytelling, cinematic documentary style, investigative deep-dives, interview format discussions",1,2025-10-27T13:37:46.466718,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.839
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Archaix ,UCmfQuPmeXRhSIr6WLvT6Fog,https://www.youtube.com/@archaix138,179000,Ancient mysteries and simulation analysis,"ancient civilization secrets, simulation theory analysis, spiritual awakening insights, ancient text interpretations, human antiquity exploration, hidden history revelations, documentary style storytelling, interview format discussions, narrative analysis videos, live discussion panels",1,2025-10-27T13:37:59.470114,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.822
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Deep Dive True Crime,UCb0F8WzHWqMT6g9l07nFn_Q,https://www.youtube.com/@mentourlawyer,166000,True crime case investigations and analysis,"crime scene analysis, murder investigation techniques, courtroom drama analysis, criminal mastermind profiles, interrogation breakdowns, sentencing hearing insights, documentary storytelling, narrative analysis format, investigative deep-dives, interview format discussions",1,2025-10-27T13:38:13.193596,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.813
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Lessons in Internet Culture,UCbUwR0r6R7hXCx205DCg2Ww,https://www.youtube.com/@lessonsininternetculture101,152000,Educational analysis of internet trends,"internet trend analysis, meme culture exploration, digital behavior studies, online community dynamics, social media phenomenon, ai technology impact, documentary style storytelling, narrative analysis format, educational commentary videos, deep-dive internet discussions",1,2025-10-27T13:38:26.811360,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.818
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Technically Creative by KoobrikLabs,UCfVBdk2KXaDg4DRISlGai1A,https://www.youtube.com/@koobriklabs,130000,AI-driven storytelling and content creation analysis,"ai storytelling techniques, creative content analysis, virtual production insights, ai in filmmaking, storytelling with technology, future of content creation, documentary style storytelling, interview format discussions, podcast-style episodes, narrative analysis sessions",1,2025-10-27T13:38:41.455476,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.826
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Collider Interviews,UC5KD40UCDRUbR-od7sp9cuA,https://www.youtube.com/@colliderinterviews,112000,Entertainment industry news and analysis,"entertainment industry analysis, film director insights, comic book adaptations, movie production challenges, animation series developments, award season predictions, interview format discussions, behind-the-scenes insights, storytelling analysis, cinematic documentary style",1,2025-10-27T13:39:37.776085,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.803
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Campfire Stories,UChttQ_atRLhOMKwAMzdDAeg,https://www.youtube.com/@campfire-stories,99300,Ecological storytelling and lifestyle analysis,"biodiversity storytelling, ecological lifestyle analysis, environmental activism narratives, nature and mental health, peace and environmentalism, sustainable living insights, documentary film style, narrative storytelling approach, interview format discussions, cinematic documentary style",1,2025-10-27T13:40:06.637315,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.793
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,interviewing.io,UCNc-Wa_ZNBAGzFkYbAHw9eg,https://www.youtube.com/@interviewingio,93600,Technical interview preparation and mentorship,"technical interview strategies, coding interview preparation, behavioral interview techniques, system design challenges, mock interview practice, career transition stories, interview format discussions, storytelling mentorship sessions, deep-dive interview analysis, candidate experience narratives",1,2025-10-27T13:41:13.621883,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.75
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Joseph Tittel,UC2HXaFmf5YYy-PeIN90Sryg,https://www.youtube.com/@josephtittel,54100,Spiritual predictions and analysis,"psychic predictions analysis, spiritual energy shifts, astrology and numerology insights, prophetic dream interpretations, global event forecasting, metaphysical revelations, documentary style storytelling, interview format discussions, deep-dive analysis, narrative storytelling",1,2025-10-27T13:41:28.060450,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.78
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,GRAND ONE,UCWKjHnWH0BYVqr0PwmUYI-A,https://www.youtube.com/@grandonetamil,48500,Indian political news and analysis,"political policy analysis, government policy debates, election commentary analysis, international affairs insights, legislative updates discussion, public opinion analysis, documentary style analysis, interview format discussions, political storytelling, news commentary format",1,2025-10-27T13:41:59.292539,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.829
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Culture Crack,UCIVOS-urxKePo7RrTMzaU3A,https://www.youtube.com/@culturecrack,13300,Media and culture storytelling/analysis,"pop culture analysis, media storytelling techniques, cultural identity exploration, comic book character analysis, gaming culture commentary, digital nostalgia exploration, documentary style storytelling, interview format discussions, narrative storytelling approach, deep-dive analysis",1,2025-10-27T13:43:12.610353,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.847
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,Channeled Predictions,UCDelqsZCPq4bbTD8PdUJg-g,https://www.youtube.com/@channeledpredictions8435,12800,Psychic predictions and prophecy analysis,"psychic predictions analysis, prophecy interpretation, astrology insights, spiritual prophecy analysis, economic prediction trends, government scandal predictions, documentary style storytelling, interview format discussions, narrative storytelling, deep-dive analysis",1,2025-10-27T13:43:25.832412,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.797
Vox,UCLXo7UDZvByw2ixzpQCufnA,News analysis and storytelling,AgentOfDoubt,UCzDxOqsmcTS0fwUzMEjPhyQ,https://www.youtube.com/@agentofdoubt,12300,Social issues analysis and commentary,"zionism and palestine analysis, social protest commentary, leftist perspective critique, school board election insights, anti-racism discussions, dismantling whiteness analysis, documentary style commentary, interview format discussions, narrative storytelling approach, deep-dive analysis",1,2025-10-27T13:43:41.027351,"internet culture analysis, civil conflict predictions, memory reconstruction insights, government policy debates, climate change strategies, digital addiction exploration, documentary storytelling, interview format discussions, narrative analysis style, investigative deep-dives",0.838
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Nitish Rajput,UC6WzPg6yxF9dQx2_O6R4lww,https://www.youtube.com/@nitishrajput,7840000,Indian societal issues analysis and empowerment,"naxalism in india, balochistan issue explained, ssc exam corruption, pulwama attack analysis, kohinoor diamond history, waqf board controversies, documentary style storytelling, investigative deep-dives, narrative storytelling, interview format discussions",1,2025-10-27T13:44:40.666447,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.768
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,The New York Times,UCqnbDFdCpuN8CMEg0VuEBqA,https://www.youtube.com/@nytimes,4870000,Independent journalism and news analysis,"hurricane impact analysis, political scandal investigations, urban design critique, health policy debates, international conflict reporting, climate change journalism, documentary-style reporting, investigative journalism format, narrative storytelling approach, visual investigation techniques",1,2025-10-27T13:45:08.117019,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.857
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Think School,UCKZozRVHRYsYHGEyNKuhhdA,https://www.youtube.com/@thinkschool,4760000,Business and geopolitics education,"corporate strategy analysis, geopolitical impact studies, energy sector transformation, startup ecosystem insights, business opportunity exploration, consumer behavior analysis, documentary style storytelling, case study breakdowns, narrative storytelling, interview format discussions",1,2025-10-27T13:45:22.650871,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.842
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,fern,UCODHrzPMGbNv67e84WDZhQQ,https://www.youtube.com/@fern-tv,4040000,Global events and historical analysis,"corporate power struggles, historical event analysis, geopolitical conflict insights, secretive government operations, environmental impact studies, economic crisis narratives, documentary storytelling style, investigative reporting format, narrative-driven documentaries, archival footage analysis",1,2025-10-27T13:45:51.021373,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.915
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Kendall Rae,UCKBaL17hXLGJvi2KZKpja5w,https://www.youtube.com/@kendallrae,3970000,True-crime storytelling and victim advocacy,"unsolved disappearance cases, true crime investigations, victim advocacy stories, missing person analysis, crime scene breakdowns, security failure critiques, documentary storytelling, narrative podcast format, investigative deep-dives, case study narratives",1,2025-10-27T13:46:05.152683,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.762
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,James Jani,UCT0dmfFCLWuVKPWZ6wcdKyg,https://www.youtube.com/@jamesjani,2190000,Documentary-style storytelling and analysis,"corporate scandal analysis, financial fraud documentaries, cryptocurrency investigation, economic collapse stories, digital currency scams, investment scheme exposés, narrative storytelling, investigative deep-dives, cinematic documentary style, archival footage presentations",1,2025-10-27T13:46:19.439119,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.753
