Discovered_Channel_ID,Discovered_Channel_Name,Discovered_Channel_URL,Discovered_Subs,Final_Tier,Final_Status,score_similarity,score_format_match,score_format_confidence,score_format_reason,Tie_Breaker_Used,Tie_Breaker_Reason
UCX502l7IeiHUUlcUHQLSCaA,Emma Grede,https://www.youtube.com/@emmagrede,96700,1,Tier 1 (Direct Competitor),0.8104935260797479,True,0.95,"All three videos exhibit clear podcast characteristics. They contain dialogue markers such as 'Welcome back' and 'Thanks for joining me on the Aspire podcast.' The middle sections feature conversations between hosts and guests, indicating a dialogue format. The endings also include sign-offs typical of podcasts, reinforcing the format. Video 1 and Video 3 explicitly mention being a podcast, while Video 2 is a mini-episode but still follows the podcast structure.",False,N/A
UC4No3izdi6Mx8HowouUNzww,Untangling Web3,https://www.youtube.com/@untanglingweb3,200000,1,Tier 1 (Direct Competitor),0.8097613299535346,True,1.0,"All three videos contain clear dialogue markers such as 'Welcome back', 'Guest', and 'Episode'. They feature conversations between hosts and guests, indicating a podcast format. Each video ends with a sign-off typical of a podcast, inviting listeners to tune in next time and encouraging subscriptions.",False,N/A
UChhw6DlKKTQ9mYSpTfXUYqA,Starter Story,https://www.youtube.com/@starterstory,712000,1,Tier 1 (Saved by Auditor),0.8074038312844168,False,0.2,"The videos primarily feature interviews and discussions about app development and entrepreneurship rather than traditional podcast elements. While there are conversational elements, the content is more focused on storytelling and tutorials rather than a structured podcast format with clear dialogue markers, sign-offs, or episodic structure.",True,"The transcripts contain dialogue and interviews with guests, including phrases like 'Welcome to the channel' and direct interactions between the host and guests, which align with the podcast format."
UC_Ktic72t5bDX_3go_9u_pg,Vusi Thembekwayo,https://www.youtube.com/@vthembekwayo,1140000,1,Tier 1 (Direct Competitor),0.8052399563423704,True,0.95,"All three videos contain clear dialogue markers such as 'Welcome back', 'Guest', and 'Episode'. They feature conversations between hosts and guests, indicating a podcast format. Each video ends with a sign-off typical of a podcast, reinforcing the format. For example, Video 1 explicitly states 'this week's guest' and 'enjoy the episode', while Video 3 concludes with a thank you to the guest and encourages audience engagement, both of which are characteristic of podcast content.",False,N/A
UCdTSGF4VBDHVSxDRz796j7Q,Joe Polish,https://www.youtube.com/@joepolish,195000,1,Tier 1 (Direct Competitor),0.8023055210797378,True,0.95,"All three videos feature dialogues between hosts and guests, with clear conversational exchanges. Video 1 and Video 2 include phrases like 'Welcome back' and 'Guest', while Video 3 has a conversational format with a guest. Each video ends with a sign-off typical of podcasts, encouraging viewers to engage further with the content.",False,N/A
UCf0PBRjhf0rF8fWBIxTuoWA,20VC with Harry Stebbings,https://www.youtube.com/@20vc,180000,1,Tier 1 (Direct Competitor),0.8020643701188388,True,0.95,"All three videos feature clear dialogue markers such as 'Welcome back', 'Guest', and 'Episode', indicating a conversational format typical of podcasts. The middle sections of the transcripts show back-and-forth discussions between hosts and guests, confirming that the content is conversational rather than a monologue. Additionally, the endings of the videos include sign-offs typical of podcast formats, such as expressions of gratitude and excitement for future discussions, further solidifying their classification as podcast content.",False,N/A
UC7kjWIK1H8tfmFlzZO-wHMw,The TWIML AI Podcast with Sam Charrington,https://www.youtube.com/@twimlai,27200,1,Tier 1 (Direct Competitor),0.8013529552315704,True,1.0,"All three videos contain clear dialogue markers such as 'Welcome back', 'Episode', and 'Guest', indicating they are structured as podcasts. Each video features a conversation format with hosts and guests discussing various topics, and they conclude with sign-offs typical of podcast episodes. For example, in Video 1, the host says, 'Welcome back to the podcast' and thanks the guest at the end, which aligns with podcast content. Similar patterns are observed in Videos 2 and 3.",False,N/A
UCLtTf_uKt0Itd0NG7txrwXA,The Knowledge Project Podcast,https://www.youtube.com/@tkppodcast,364000,1,Tier 1 (Saved by Auditor),0.7956228442875246,False,0.8,"While all three videos feature interviews with guests and end with sign-offs typical of podcasts, the content primarily focuses on individual narratives and insights rather than a conversational format. Video 1 and Video 2 contain elements of a monologue and do not consistently use dialogue markers. Video 3, while more conversational, still leans towards a narrative style rather than a strict podcast format.",True,"Both transcripts contain dialogue and interviews with guests, fitting the podcast format. They include conversational elements and introductions to the guests, which align with the definition of a podcast."
UChpWgrkJY_i7F6wwI_TOnrg,Foundr ,https://www.youtube.com/@foundr,306000,1,Tier 1 (Saved by Auditor),0.7885573790698377,False,0.8,"While Videos 1 and 2 contain podcast elements such as dialogue markers, guest interviews, and sign-offs typical of a podcast format, Video 3 is a tutorial-style content focused on e-commerce mistakes without any conversational elements or guest interactions. This indicates that the channel does not strictly produce 'Podcast' content.",True,"Both transcripts feature dialogue between a host and a guest, include a welcome message to the show, and follow a conversational format typical of podcasts, thus meeting the criteria for the 'Podcast' format."
UCc11676iKpKrJMYqNYHqNig,Brian Tracy,https://www.youtube.com/@briantracyofficial,1860000,1,Tier 1 (Direct Competitor),0.7863000801118969,True,0.95,"All three videos feature a conversational format with clear dialogue markers such as 'Welcome everyone', 'Thank you', and 'Until next time', indicating a podcast structure. The content is centered around discussions with guests and co-hosts, fitting the podcast criteria. Each video ends with a sign-off typical of a podcast, reinforcing the format.",False,N/A
UC9cn0TuPq4dnbTY-CBsm8XA,a16z,https://www.youtube.com/@a16z,225000,1,Tier 1 (Direct Competitor),0.781329431844523,True,0.95,"All three videos contain clear dialogue markers such as 'Welcome to the podcast' and 'Thanks for joining', indicating a conversational format typical of podcasts. Each video features discussions between hosts and guests, fulfilling the criteria for podcast content. Additionally, they all conclude with sign-offs that resemble those of a podcast, reinforcing the format.",False,N/A
UCWo4IA01TXzBeGJJKWHOG9g,Harvard Business Review,https://www.youtube.com/@harvardbusinessreview,1480000,2,Tier 2 (Saved by Auditor),0.7696684629082001,False,0.8,"The content in the videos does not strictly adhere to the podcast format. Video 1 features a monologue with no clear dialogue markers or guest interactions, while Video 2 and Video 3 include conversational elements but lack a formal sign-off typical of podcasts. Video 2 has a discussion format but does not use explicit podcast markers like 'Episode' or 'Welcome back'. Video 3, while conversational, is more of an interview format without the typical podcast structure.",True,"The second video features a dialogue between two individuals, including a welcome and discussion about a book, which aligns with the podcast format. The first video, however, is a solo monologue without dialogue or interaction, which does not meet the podcast criteria."
UCyAZtIT2LbUv7Q840iBXI1A,Engineering Management Institute,https://www.youtube.com/@engineeringmanagement,43900,2,Tier 2 (Niche Competitor),0.7682345303552355,True,0.95,"All three videos feature dialogues between a host and guests, with clear markers of a podcast format such as 'Welcome back', 'Episode', and sign-offs typical of a show. The content is conversational, focusing on interviews and discussions relevant to engineering leadership, which aligns with podcast characteristics.",False,N/A
UCcefcZRL2oaA_uBNeo5UOWg,Y Combinator,https://www.youtube.com/@ycombinator,2060000,2,Tier 2 (Saved by Auditor),0.768052878700069,False,0.0,"Video 1 contains podcast elements such as dialogue markers, a guest, and a sign-off, indicating it is a podcast. However, Video 2 and Video 3 do not follow the podcast format; Video 2 is more of a documentary style discussing a startup's innovation, and Video 3 is a tutorial on hiring practices. Therefore, the channel does not strictly produce 'Podcast' content.",True,"Both transcripts feature dialogue and interviews with guests, including phrases like 'Welcome back to another episode' and direct engagement with the guest, which aligns with the podcast format."
UCkdnY2hNC0sdlVXPtWuNQ8g,New York Times Podcasts,https://www.youtube.com/@nytpodcasts,355000,2,Tier 2 (Saved by Auditor),0.76010279273236,False,0.0,"Only Video 1 strictly adheres to podcast markers with dialogue, a guest, and a sign-off typical of a podcast format. Video 2 is a tutorial on pie making, and Video 3 is more of a news report with narrative flow, lacking the conversational structure of a podcast.",True,"Both transcripts feature dialogue between hosts and a guest, with introductions and discussions that align with the podcast format, including conversational elements and expert advice."
UC43_LTf5Z4lbRjKCq0sIAVg,WiM Media (Robert Breedlove),https://www.youtube.com/@robertbreedlove22,231000,2,Tier 2 (Niche Competitor),0.7570769419274517,True,0.95,"All three videos feature dialogue markers such as 'w/' indicating guests, and they include conversational exchanges rather than monologues. Each video begins with a welcoming tone and ends with a sign-off typical of podcasts, such as encouraging viewers to subscribe and check out more episodes. The content is structured around discussions with guests, fitting the podcast format.",False,N/A
UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,https://www.youtube.com/@jayshettypodcast.,4990000,2,Tier 2 (Niche Competitor),0.7162011681401397,True,0.95,"All three videos contain clear dialogue markers such as 'Welcome back', and they feature conversations between hosts and guests, indicating a podcast format. The middle sections of the transcripts show interactive discussions, and the endings include sign-offs typical of podcast episodes, such as promoting other episodes and encouraging sharing. This aligns with the client's requirement for 'Podcast' content.",False,N/A
UCfCyFresVpOJsopvipmcVIQ,Victor Antonio,https://www.youtube.com/@victorantoniolive,228000,2,Tier 2 (Niche Competitor),0.7073947066999815,True,1.0,"All three videos are from the 'Sales Influence Podcast' and contain clear dialogue markers such as 'Welcome to the Sales Influence Podcast', 'I'm your host', and 'that is it for the Sales Influence Podcast'. The content is conversational in nature, with the host discussing various topics related to sales, which aligns with podcast format. Each video ends with a sign-off typical of a podcast, reinforcing that they are indeed podcast episodes.",False,N/A
UClYIRsMyLf0G0ESkZw7z88w,Newbie Star Trek,https://www.youtube.com/@newbiestartrek,73200,3,Tier 3 (Format Match / Different Topic),0.6638070596135526,True,0.95,"All three videos feature conversational dialogue with clear markers of a podcast format, such as 'Welcome back', discussions about episodes, and sign-offs typical of a show. The content is structured around discussions of specific Star Trek episodes, indicating a podcast format rather than documentary or tutorial.",False,N/A
UCxvqGPKYG32qHILq-c7w3uw,The D-Con Chamber,https://www.youtube.com/@thedconchamber,40800,3,Tier 3 (Format Match / Different Topic),0.6475064443362235,True,1.0,"All three videos contain clear dialogue markers such as 'Welcome back', 'Guest', and 'Episode'. They feature conversations between hosts and guests, indicating a podcast format. Each video ends with a sign-off typical of a show, reinforcing that they are structured as podcasts.",False,N/A
UCYbJvTetIGsQgm2l_2iYSNw,The Brutal Truth about Sales Podcast - b2bREVENUE ,https://www.youtube.com/@briangburnsb2b,45300,3,Tier 3 (Format Match / Different Topic),0.6414567708245205,True,0.95,"All three videos feature dialogues between hosts and guests, with clear conversational exchanges. Each video begins with a greeting and introduction, and ends with a sign-off that encourages viewers to connect with the guests, which aligns with podcast format markers. The presence of phrases like 'thanks for joining us today' and 'where can people go to connect' further supports this classification.",False,N/A
UCa6fbbob-4N9Nq2bZjhGm6Q,The Elev8 Podcast,https://www.youtube.com/@elev8podcast,148000,3,Tier 3 (Format Match / Different Topic),0.5478255835074697,True,0.95,"All three videos contain clear dialogue markers such as 'Welcome back', 'Episode', and conversational exchanges indicating a podcast format. Each video features a host engaging in discussions, with sign-offs typical of podcasts, such as 'enjoy your day' and 'we love you, we're out'. The content is conversational rather than narrative or tutorial, aligning with podcast characteristics.",False,N/A
UCQ-rrUCsJLNjFdPtKq0YOfA,Founders Podcast,https://www.youtube.com/@founderspodcast1,92400,4,Tier 4 (Confirmed Format Mismatch),0.8162344305108338,False,0.9,"While all three videos feature a conversational style and include mentions of a new podcast called 'David Center', they primarily focus on discussing books and ideas related to business figures rather than engaging in a traditional podcast format with guest interviews or episodic content. The content leans more towards monologues and summaries rather than dialogues typical of podcasts.",True,"The transcripts consist of solo monologues discussing books and ideas without any dialogue, interviews, or guest interactions, which does not meet the podcast format requirements."
UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,https://www.youtube.com/@thediaryofaceo,13600000,4,Tier 4 (Confirmed Format Mismatch),0.8053615585326944,False,0.2,"The videos primarily feature monologues and discussions that lack clear dialogue markers typical of podcasts. Video 1 and Video 2 include some conversational elements, but they do not consistently follow the podcast format with clear sign-offs or guest interactions. Video 3 is more instructional and lacks the conversational flow characteristic of podcasts.",True,Both transcripts lack the necessary dialogue and interview format typical of a podcast. They appear to be solo monologues or scripted video essays rather than conversations or interviews with guests.
UCGwuxdEeCf0TIA2RbPOj-8g,Stanford Graduate School of Business,https://www.youtube.com/@stanfordgsb,2660000,4,Tier 4 (Confirmed Format Mismatch),0.7932128843201471,False,0.7,"Videos 1 and 2 feature panel discussions and presentations rather than a conversational format typical of podcasts. They lack dialogue markers and do not sign off like a show. Video 3, however, does follow a podcast format with dialogue markers, a clear introduction, and a sign-off, indicating it is a podcast. Overall, the channel does not strictly produce podcast content.",True,"The transcripts consist of panel discussions and presentations without the presence of dialogue or interviews typical of a podcast format. They do not include elements like 'Welcome to the show' or 'Guest' interactions, which are essential for a podcast."
UC3M0vCYuGAEDy7SX1cWSqLw,Tech Sales With Higher Levels,https://www.youtube.com/@techsales-higherlevels,35400,4,Tier 4 (Confirmed Format Mismatch),0.7911792742082624,False,0.2,"The videos primarily feature monologues and instructional content rather than a conversational format typical of podcasts. Video 1 is a lecture, Video 2 is an interview but lacks the podcast structure, and Video 3 is more of a tutorial discussing common mistakes in SDR organizations. None of the videos include clear dialogue markers or sign-offs characteristic of podcasts.",True,"The first video is a solo monologue without dialogue or interviews, while the second video features a dialogue but lacks a clear podcast structure with elements like 'Welcome to the show' or 'Guest'. It appears more like a casual conversation rather than a structured podcast format."
UCinyEr-Fly9Yp1zMFx_D0cQ,Anik Singal,https://www.youtube.com/@aniksingal,511000,4,Tier 4 (Confirmed Format Mismatch),0.7643873951194686,False,0.2,"The videos primarily feature monologues and tutorials rather than conversations typical of podcasts. Video 1 is instructional about AI content creation, Video 2 is an interview but lacks a structured podcast format, and Video 3 is a motivational speech with no dialogue markers or guest interactions.",True,"The first video is a solo monologue without dialogue or interviews, while the second video features an interview format with a guest, which aligns with the podcast structure. However, the overall context suggests that the channel primarily consists of solo content, which does not meet the podcast criteria."
UCM1guA1E-RHLO2OyfQPOkEQ,Stripe,https://www.youtube.com/@stripe,78600,4,Tier 4 (Confirmed Format Mismatch),0.7504017826534009,False,0.0,"None of the videos strictly produce 'Podcast' content. Video 1 appears to be more of a promotional or informational piece about a childcare management software, lacking dialogue markers and a conversational format. Video 2 features a discussion but lacks clear podcast markers like 'Welcome back' or 'Episode', and it feels more like a panel discussion or interview. Video 3, while it has conversational elements, also lacks the specific podcast markers and feels more like a business interview rather than a structured podcast format.",True,Both transcripts lack dialogue and do not feature interviews or conversational elements typical of a podcast format. They appear to be more like scripted presentations or video essays.
UCA-mWX9CvCTVFWRMb9bKc9w,Dan Martell,https://www.youtube.com/@danmartell,2150000,4,Tier 4 (Mismatch),0.7435278285790181,False,0.9,"The videos primarily focus on instructional content related to business strategies and personal development rather than podcast-style dialogue. There are no dialogue markers (>>), 'Welcome back', 'Guest', or 'Episode' present. The content is structured more like tutorials or motivational speeches, lacking the conversational format typical of podcasts.",False,N/A
UC2ZCl6UC4FYlvsUEtK4ZaOg,NFX,https://www.youtube.com/@nfxinsights,30600,4,Tier 4 (Mismatch),0.740907666907045,False,0.8,"Video 1 presents a monologue about fundraising without dialogue markers or a conversational format. Video 2 features a conversation with clear dialogue markers and a sign-off, indicating podcast content. Video 3 is a monologue discussing strategies for AI founders, lacking the necessary dialogue and sign-off typical of podcasts. Overall, only Video 2 aligns with the podcast format.",False,N/A
UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,https://www.youtube.com/@alexhormozi,3780000,4,Tier 4 (Mismatch),0.7407481798164501,False,0.8,"The videos primarily feature monologues rather than conversations, lacking dialogue markers typical of podcasts. Video 1 and Video 2 present a single speaker sharing insights without guest interactions or episode sign-offs. Video 3, while somewhat conversational, focuses on instructional content rather than a podcast format. None of the videos exhibit the characteristics of a traditional podcast.",False,N/A
UCBPlelKqrYlM9gqoLC1R9Lg,Natalie Dawson,https://www.youtube.com/@thenataliedawson,846000,4,Tier 4 (Mismatch),0.7233183800599976,False,0.0,"None of the videos strictly produce 'Podcast' content. Video 1 discusses a personal experience related to a podcast but does not feature a conversation or sign-off typical of podcasts. Video 2 and Video 3 are tutorial-style content focused on charisma and business advice, respectively, lacking dialogue markers and show-like sign-offs.",False,N/A
UCE-1Z0g4MmzyRMPdaQewwBA,Bgo,https://www.youtube.com/@bgoofficial,38000,4,Tier 4 (Mismatch),0.712827031015476,False,0.0,"The videos do not strictly produce 'Podcast' content. They are primarily tutorial-style videos focused on providing information and guidance to software engineers, lacking the dialogue markers typical of podcasts. There are no conversations or guest interactions, and the sign-offs do not resemble a podcast format. Instead, they conclude with calls to action and promotional content.",False,N/A
UCjm_qVkCPjOVDz9BWjNqO9A,Exponent,https://www.youtube.com/@tryexponent,458000,4,Tier 4 (Mismatch),0.7114723644251675,False,0.0,"None of the videos strictly produce 'Podcast' content. Video 1 and Video 2 are tutorial-style discussions about coding interviews and processes, lacking dialogue markers and sign-offs typical of podcasts. Video 3 is a mock interview format, which includes a conversation but does not follow the typical podcast structure with clear episode markers or a sign-off.",False,N/A
UCVeuau7DLrg7zlAjxxDbdww,HubSpot Marketing,https://www.youtube.com/@hubspotmarketing,566000,4,Tier 4 (Mismatch),0.7064509916025337,False,0.0,"All three videos are tutorials focused on teaching specific skills or strategies related to business and marketing. They contain no dialogue markers typical of podcasts, such as 'Welcome back', 'Guest', or 'Episode'. The content is instructional rather than conversational, and they do not sign off like a show, indicating they do not fit the podcast format.",False,N/A
UCQ5mWx_XYGRbpcV8zjGhorg,Jeremy Miner,https://www.youtube.com/@jeremyminer,361000,4,Tier 4 (Mismatch),0.7042584277523309,False,0.0,"The videos primarily focus on sales training and tutorials rather than podcast content. Video 1 and Video 2 are instructional in nature, providing step-by-step guidance on sales techniques without any dialogue markers typical of podcasts. Video 3 features a conversation but lacks the structured format of a podcast, such as a clear introduction or sign-off. None of the videos contain markers like 'Welcome back', 'Guest', or 'Episode', which are essential for identifying podcast content.",False,N/A
UCbaQv8_DS1n8puOnJRzLPzw,Myron Golden,https://www.youtube.com/@myrongolden,1240000,4,Tier 4 (Mismatch),0.6936532503833509,False,0.0,"The analyzed videos do not strictly produce 'Podcast' content. Video 1 is a monologue without dialogue markers or guest interactions. Video 2 features a conversation but lacks typical podcast sign-offs and is more of an interview format. Video 3 is also a monologue with no dialogue markers or guest interactions, and it concludes without a podcast-style sign-off.",False,N/A
UCHetsKn3hHUg4J48onIKQZQ,Sidd Ahmed,https://www.youtube.com/@siddahmed,657000,4,Tier 4 (Mismatch),0.6914898964125391,False,0.2,"The videos primarily feature informal conversations and interviews rather than structured podcast content. Video 1 and Video 2 contain dialogues but lack clear podcast markers like 'Welcome back', 'Guest', or 'Episode'. Video 3 starts with a greeting but transitions into a more narrative style discussing business insights, which aligns more with a talk or seminar format than a podcast.",False,N/A
UCJ3oB3ghEUdGhHnXZD4Dx3g,Digital Transformation with Eric Kimberling,https://www.youtube.com/@erickimberling,359000,4,Tier 4 (Mismatch),0.6883838877606392,False,0.2,"The videos primarily feature monologues rather than conversations, lack dialogue markers typical of podcasts, and do not sign off like a show. Video 1 mentions it will be edited into a podcast, but the content itself is not structured as a podcast. Videos 2 and 3 are more informative presentations rather than podcast discussions.",False,N/A
UCGttrUON87gWfU6dMWm1fcA,Tucker Carlson,https://www.youtube.com/@tuckercarlson,5020000,4,Tier 4 (Mismatch),0.6832281224926189,False,0.2,"The content in the videos does not strictly adhere to podcast format. Video 1 features a conversation but lacks clear dialogue markers and a typical podcast sign-off. Video 2 is more of a narrative and lacks dialogue markers, while Video 3, although it has conversational elements, does not follow a podcast structure and includes promotional content, which is not typical for podcasts.",False,N/A
UCKelCK4ZaO6HeEI1KQjqzWA,The AI Daily Brief: Artificial Intelligence News,https://www.youtube.com/@aidailybrief,389000,4,Tier 4 (Mismatch),0.6749458734840129,False,0.0,"The videos primarily feature monologues discussing AI news and updates rather than conversations typical of podcasts. They lack dialogue markers, guest interactions, and do not sign off like a traditional podcast show. Instead, they resemble news commentary or informational segments.",False,N/A
UCLOzkJ9W9fntCGyYfUwMPew,Patrick Dang,https://www.youtube.com/@patrickdang,336000,4,Tier 4 (Mismatch),0.6748480627335212,False,0.9,"The videos primarily focus on personal branding and entrepreneurship rather than podcast content. They lack dialogue markers such as 'Guest', 'Episode', or conversational structure typical of podcasts. Instead, they feature a monologue style with the host providing advice and insights, which aligns more with tutorial or motivational content.",False,N/A
UCxCcu9pet4dljrBLf8R5nwA,Leila Hormozi,https://www.youtube.com/@leilahormozi,1140000,4,Tier 4 (Mismatch),0.6632734743530279,False,0.0,"None of the videos strictly adhere to podcast content. Video 1 and Video 3 are primarily monologues without dialogue markers or conversational elements, while Video 2, although it has some conversational tone, lacks clear podcast markers like 'Guest' or 'Episode' and does not sign off like a show.",False,N/A
UCk3u_P1wYZbbQkzj_OP0_wg,Indeed,https://www.youtube.com/@indeed,989000,4,Tier 4 (Mismatch),0.6589206889218799,False,0.0,"The analyzed videos do not strictly produce 'Podcast' content. Video 1 is a tutorial on writing cover letters, Video 2 features a conversation with a career coach but lacks formal podcast markers like 'Episode' or 'Guest', and Video 3 is a documentary-style presentation about a physician assistant's daily life, focusing on narrative flow rather than dialogue typical of podcasts.",False,N/A
UCSRQ9pHE6CFqEib7rMmvgNw,Business Motiversity,https://www.youtube.com/@businessmotiversity,419000,4,Tier 4 (Mismatch),0.6574447866272208,False,0.2,"The videos primarily feature monologues and motivational speeches rather than dialogues typical of podcasts. Video 1 and Video 2 contain some conversational elements, but they lack clear dialogue markers and do not follow a podcast format. Video 3 is more of a motivational speech with no dialogue structure, indicating it is not podcast content.",False,N/A
UC415bOPUcGSamy543abLmRA,Cleo Abram,https://www.youtube.com/@cleoabram,6990000,4,Tier 4 (Mismatch),0.6358307830641382,False,0.0,"The analyzed videos do not strictly produce 'Podcast' content. Video 1 and Video 2 are more narrative-driven, resembling documentaries with a focus on storytelling and scientific explanations, while Video 3 is structured around challenges and demonstrations, resembling a tutorial format. None of the videos contain clear dialogue markers or sign-offs typical of podcasts.",False,N/A
UCJugC7hlL5uNoii46ICyUvw,Interesting Times with Ross Douthat,https://www.youtube.com/@interestingtimesnyt,78700,4,Tier 4 (Mismatch),0.6301822427481774,False,0.2,"The videos primarily feature discussions and interviews rather than a structured podcast format. While there are elements of dialogue, such as guest introductions and conversational exchanges, the content leans more towards commentary and analysis rather than a traditional podcast format with clear episode structures and sign-offs. For example, Video 1 has a conversational tone but lacks explicit podcast markers like 'Welcome back' or 'Episode'. Video 2 and Video 3 also feature interviews but do not follow a typical podcast format with clear sign-offs or structured segments.",False,N/A
UCIP99i3azLdyYRxnUkSLJ7g,Andy Elliott,https://www.youtube.com/@andyelliottofficial,996000,4,Tier 4 (Mismatch),0.6156839362779551,False,0.9,"The analyzed videos do not strictly produce 'Podcast' content. Video 1 and Video 2 are primarily motivational speeches or tutorials focused on sales techniques and personal development, lacking dialogue markers and a conversational format typical of podcasts. Video 3 also follows a similar motivational style without the necessary podcast elements like 'Welcome back', 'Guest', or 'Episode'. The content is more aligned with motivational speaking rather than a structured podcast format.",False,N/A
UCH5_L3ytGbBziX0CLuYdQ1Q,CNBC Make It,https://www.youtube.com/@cnbcmakeit,1870000,4,Tier 4 (Mismatch),0.5886682664937211,False,0.0,"None of the videos strictly produce 'Podcast' content. Video 1 features a business narrative without dialogue markers or a conversational format. Video 2 is a personal vlog about living in Japan, lacking podcast elements like guest interviews or episode sign-offs. Video 3 discusses life in South Africa with a personal narrative style, also missing the required podcast markers.",False,N/A
